Text,Label
"Pantai adalah pintu masuk yang mengerikan seperti di Melasti tetapi tidak sepadan! Pantainya kotor, airnya kotor, banyak umat Islam yang hanya kaleng-kaleng seperti kebanyakan turis Indonesia. Pengalaman yang mengerikan, jangan datang ke sini. Masuknya berbayar, toiletnya berbay …",negatif
"Rip off yang mengerikan. Mereka mengenakan biaya masuk 30k untuk skuter dan 2 orang / orang asing / di pintu masuk utama. Pantai dapat dimasuki secara gratis dari sisi lain. Biasanya ramai dan penuh dengan �orang, terutama pada hari Minggu. Sangat kotor saat air pasang tinggi. Makanannya murah. Anda juga dapat menyewa kayak di sana.",negatif
"15к per orang!!!
Pantai harus gratis!!!
pergi ke pantai Green Bowl sebagai gantinya, gratis dan tidak jauh",negatif
Saya benar-benar ingin berada di sin …,positif
"Tentang apa-apa - 30.000 entri, berantakan, banyak orang, banyak kios, tapi tidak banyak. L …",negatif
"DISKRIMINASI - orang asing harus membayar harga ganda 🤦

Bagus bahwa Bali memiliki cukup tempat di mana wisatawan membayar harga yang sama � �'� � � �",negatif
Penduduk setempat tidak perlu membayar masuk dan orang asing 15.000 per orang? Saya tidak mengerti dan itu juga tidak l …,negatif
"Bukan pantai yang bagus. Bayar 15 000rp untuk mengakses pantai sehingga kami bisa parkir dengan nyaman yang bagus. Tetapi penjaga pantai mengatur area berenang sesuai keinginan mereka, bukan yang ditentukan oleh air. Airnya penuh dengan rumput laut yang longgar dan � � �",negatif
"Tidak ada, biaya masuk mahal",negatif
Kami pergi sekitar jam 11 pagi dan itu sangat ramai! Saat itu air pasang dan sepertinya tidak ada pantai !! Payung pantai telah mengambil pantai yang ada! Itu tampak norak dan kotor dan terlalu ramai. Terlalu turis untuk � � � saya,negatif
"jus jeruk 25k / cangkir di stand es krim di area parkir / area ATM. sebelum Anda akan berjalan-jalan ke pantai. penjualnya sangat gila.
tiket untuk motorcyle + 2 orang hanya 13k.
pantai sangat indah, bersih.",negatif
"Mengecewakan, dari jauh kelihatannya bagus tapi sesampainya di sana kotor dan tidak terawat padahal harus bayar tiket masuk Rp 15.000 per orang. Itu penuh sesak dengan turis Cina dan penduduk lokal. Sekitar pukul 13.00 ada sekitar 15 bus wisata. Bagi kami kunjungan itu membuang-buang waktu.",negatif
Anda harus membayar biaya masuk untuk mengunjungi pantai. Itu tidak dapat dicapai dengan berjalan kaki. Ada banyak sampah di mana-mana juga. Di sisi positifnya itu cukup terpencil dan tidak penuh sesak.,negatif
"Tempat yang mengerikan! Pemandangannya tidak sebagus yang bisa kita bayangkan, ada pekerja bangunan, sampah ... Anda harus membayar 15000 pintu masuk Anda, di pantai Anda harus membayar tempat duduk Anda (100000 diminta) dan ketika Anda ingin pergi, Anda hanya perlu menggunakan � � �",negatif
Yang terburuk yang pernah ada. Menghindari. Pertama-tama Anda akan dikenakan biaya tol 15k kemudian Anda akan menemukan kerumunan lokal menatap Anda dan mengambil foto Anda tanpa izin Anda. Saya pernah ke sana pada hari Minggu jadi mungkin selama hari kerja itu lebih baik tetapi saya punya � � �,negatif
Jangan buang waktu Anda untuk datang ke sini. Biaya masuk adalah IDR 15000 per orang dewasa dan IDR 5000 untuk mobil. Pantai ini penuh dengan rumput laut dan banyak bebatuan bawah laut. Jangan percaya dengan foto-foto indah di Google pantai pandawa,negatif
Mengerikan! 80 bus penuh dengan jilbab orang Jawa setiap hari ..... melihat Anda dengan perlengkapan renang Anda dari kejauhan. � � �,negatif
"Pantai biasa, tidak ada yang istimewa, banyak ganggang dan manusia. Hanya berbondong-bondong. Sulit membayangkan mengapa semua  …",negatif
"Jika Anda ingin tahu cara membuat pemandangan alam yang indah, selamat datang di pantai pandawa. Puncak kebodohan: Anda membayar untuk tiba di pantai yang dipenuhi toko-toko berkualitas rendah untuk  …",negatif
"Mengecewakan, benar-benar buatan manusia, begitu ramai dan Anda akan dikenakan biaya! Benar-benar tidak-pergi!!! tidak ada yang istimewa. Pengaturan yang sama seperti pantai Melasti, tetapi Melasti jauh lebih indah dan otentik. Menghindari.",negatif
"Terlalu dieksploitasi, terlalu banyak turis. . . ok untuk dikunjungi tetapi tidak harus",negatif
Biaya masuk yang berlebihan dan mahal � ?�� ?� ?�� ?� ?�� ?,negatif
Pantai kotor dan ramai. Restoran di luar menjijikkan.,negatif
JELEk �,negatif
Good,positif
tempat yang menyeramkan,negatif
Sangat luar biasa view bagus,positif
Tak kubayangkan ternyata Indonesia sangat indah,positif
"tempat yg bagus untuk menikmati suasana p[antai
Tapi sayangnya kebersihan pantainya tidak terjamin",negatif
"View bagus, tapi ada biaya masuk dan jalannya rumit",negatif
Area pantainya kurang terawat dengan baik,negatif
"Didominasi oleh wisatawan lokal. Pasir putih, tapi terlalu banyak orang yang lalu lalang. Banyak bus dan rombongan yang datang ke pantai ini. Kita di haruskan membayar tiket masuk per orang. Dan tiket parkir.",negatif
Jorok dan kotor banget,negatif
"Ketika saya berkunjung ke Bali, saya mendatangi pantai pandawa. Saya sangat kecewa disini sangat ramai, biayanya untuk makan minum dan duduk sangat mahal. Banyak juga orang yang membuang sampah sembarangan sehingga pantai terlihat kotor.",negatif
Sangat bagus sekali tempatnya nyaman dan cocok buat liburan,positif
Sangat bagus,positif
Toilet di dekat tempat parkir masih minim. Tempat sampah sangat jarang sehingga terkesan kumuh.,negatif
"Rame sekali, jgn dtg pas weekend.",negatif
Sangat bagus sekali,negatif
gw kurang seneng pantainya banyak karangnya,negatif
Gak seindah dalam foto,positif
Lumayan bagus.,positif
Cocok untuk anak muda,positif
"pantai indah yang hingga saat ini masih dalam keadaan yang cukup alami dan memberikan pengalaman yang luar biasa. Hari ini, tebing telah diledakkan dan dedaunan dimatikan untuk membuat jalan raya mini ke pantai lengkap dengan alun-alun tol. Mungkin",positif
"Much construction, terrible number of touts - strongly discourage the average tourist from coming here. Beach is nothing spectacular (covered by water sports equipment, trash etc) and the cliffs, while interesting, are covered with …",positif
Pergi ke Pantai Melaste kemarin dan itu indah! Datang ke Pantai Pandawa hari ini dan sangat kecewa. ,negatif
Expensive with 15.000 entrance fee p.P.  (at least for foreigner). Have seen much nicer beaches for less entrance...,negatif
Jangan pernah melelahkan diri sendiri untuk datang kesini,negatif
"Lebih baik pergi ke Melasti pasti. Mereka mengenakan biaya lebih untuk pintu masuk daripada Melasti, tetapi infrastruktur dan ke …",negatif
"Tempat yang sangat rata-rata, tidak terawat. Pantai terlalu kecil dengan banyak batu.
Lebih baik pergi ke sebelah p …",negatif
"Regular beach.
You should pay 15k for entrance and 5k for parking. Sun bed price is 25 for person. …",positif
"More of Bali's natural beauty ruined in the name of greed and ""development"". What were stunning natural cliffs, have been carved out to make way for bus loads of hungry tourists who seem to only want a photo of the Pandawa sign, and not the beach itself. Why bother? A sad path for Bali to take",positif
"Honestly, overrated place. Crowded, average whitish sandy beach, numerous small local food stores. Worse part is lack of metered taxis back to city centre. Local driver charge at least doubled amount.",negatif
The beach is ok but too many trashes  on the beach and some local guys ( i think they are not balinese) teased my niece and they stared at us with un polite eyes ...shameful,negatif
Too much store's,negatif
The beach is extremely disappointing as it is ugly. I can't believe the trash problem here and why are there ugly hotel unfinished ruins!? This beach sucks!,negatif
went there on summer school holiday and it was very dirty and stink.,negatif
"Dirty.... No restroom, melasti better",negatif
Tidak terlalu bagus,negatif
Expensive,negatif
"TIDAK ADA YANG SPESIAL. ANDA MEMBAYAR BIAYA MASUK, SUN LOUNGER, PAYUNG, DAN MINUMAN MAHAL YANG DILAYANI OLEH STAF YANG TIDAK RAMAH.",negatif
"Kotor, penuh orang, berisik.",negatif
"Very crowded, full of domestic and Chinese tourists.",negatif
Nothing special and overcrowded,negatif
Beautiful beach,positif
Local ppl mostly,positif
Nice,positif
View dari atas memang bagus. Sayangnya pas di pantai ada oli yang berceceran.,negatif
"Kurang suka tempatnya.
Pemandangannya sih lumayan. Butir Pasirnya agak besar jadi jalan di pantainya agak cape krn pasirnya gak padat. Ombaknya besar gaboleh renang",negatif
masih bnyk sampah berceceran di mana2 dan warung2 yg di pinggir pantai menutupi keindahan alam pantai karena sangat dekat dengan pantai,negatif
"Pantai yg indah
Memanjakan mata melihat pemandangan yg begitu luar biasa bukit batu dan pantai yg bersih",positif
"Pas kunjungan saya ke pantai ini saya rada kecewa karena banyak rumput di sekitaran pantai jadi kalo mau berenang ya rada males, biaya masuk 9k per orang dan kalo mau naruh tas atau baju di bawah meja payung harus bayar 50k per 3 jam (kalo …",negatif
"Salah satu pantai dengan spot foto beraneka ragam, parkiran yg luas dan nyaman. Namun sayang cuaca dipantai ini yg sangat panas dan menyilaukan serta masih kurangnya pohon besar jd nilai minus dipantai ini.",positif
"pantai pasir putih dengan karang-karang kecil.
disini kita bisa bermain kano.
1 kano bisa dinaiki 3 orang, biayanya 50.000 untuk 2 jam.
di pinggir pantai banyak penjual makanan dan minuman.",positif
Pemandangan yang indah  membuat wisatawan  untuk berkunjung ke sana,positif
"Pemandangan yg Indah luar biasa,,,, hiburan yg menakjubkan dan terjangkau seluruh kalangan,,,,",positif
"jauh2 dari jawa barat ke jkt, pake pswat ke bali buat liat pandawa,melasti dll... ternyata masih enak buat mandi mah pantai UJUNG GENTENG yg di sukabumi... 🤣🤣 akhir nya gw cuma foto patung doang 1... sebagai bukti gw dah ke pandawa...🙏 🤣 …",negatif
Pasirnya ga putih2 amat. Bisa buat main kanoe tp kotor buat berenang krn bibir pantainya kurang bagus. Bnyk karang.,negatif
"Pantai ini rame banget..  Udah terlalu banyak orang yang kesini,  jadi gak bisa santai sesantainya..  Bus dan mobil banyak banget..  Kebanyakan wisatawan dari luar bali,  sampe manca negara datang..  Selamat liburan",negatif
Pantai yg asyil buat mandi air yang jernih,positif
"Sebuah objek wisata pantai yang indah dan menawan...namun sayangnya, masih ada banyak sampah yang berserakan di sekitar pantai..",negatif
Pantai yang enak untuk bersantai sambil main air dan water sport. Harga makanan dan minuman disini agak sedikit mahal,negatif
"Tempatnya agak jauh dr pusat kota denpasar, dan banyak pilihan rute perjalanannya , jd org kadang bingung lewat mana krn tdk ada petunjuk. Dan meskipun mayoritas penduduk sana hindu, mngkin mushollanya masih bs dibuat lbh layak lg buat sholat, krn sdh tdk terurus dan kotor.",negatif
"2022 pantai Pandawa sepi
Terlalu bebas nya pedagang tanpa memperhatikan lagi kerapian dan kenyamanan tempat …",negatif
Masih tergolong pantai baru didaerah bali,positif
"Abrasi membuat areal pantai mengecil. Pemilik toko² sibuk membersihkan toko dan jalan didepannya dari pasir yg dibawa ombak dikala pasang. Area pantai yg bisa dihinggapi sangat kecil disepanjang garis pantai. Namun, keberadaan lifeguard sangat membantu. Jangan lupa berfoto dengan background Pantai Pandawa di bukit batu.",positif
"listrik belum sampai ke warung* ujung , tepi pantai, jd bisa sunggah sampai sore hari saja sebelum hari gelap",negatif
"Warung belum semuanya mendapat jaringan Listrik terutama dibagian ujung, jadi gelap",negatif
Pantainya wah bgt cuma makanan di dlm hrganya gak msuk akal.,negatif
"Baru pertama kali ke sini, pemandangan utk spot foto lumayan banyak dan bagus. Sangat di rekomendasikan kesini sore hari, karena siang hari sangat panas banget dan ombak tdk bersahabat",positif
Pantainya biasa bgt..justru yang bagusnya perjalanan dari kuta ke pandawa..,negatif
Kebersihanya kurang kalah sama melasty beach,negatif
"Lokasi agak jauh sih dari pusat kota, tapi lumayan pemandangannya",positif
"pantainya cukup bersih, tempatnya luas sekali. dari parkiran hingga menuju ke pantainya harus berjalan kaki dan cukup jauh. akan tetapi, sepanjang perjalanan terdapat toko oleh-oleh dan minuman/makanan.",positif
"Jika anda mencari pantai dengan pasir putih dan ombak yang tidak terlalu ganas, maka Pandawa beach jawabannya.
Jika anda mencari ketenangan dari sebuah pantai, hapus pantai ini dari daftar …",positif
"Indahh bgt ya..
Tapi panas nya cetar klo siang ..yg mau kulit exotik 😁inilah tempat yg tepat ya …",positif
"Pantai pasir putih dg tebing tinggi yang mempesona, namun agak kurang tertata saat ini",negatif
menurut saya tempat ini sangat nyaman dan indah. pemandangannyapun asri. cocok untuk sport foto.pantai ini mempunyai nuansa tersendiri.,positif
"Nice view, nice place but too crowded..
Apalagi kalau musim liburan, saya lebih merekomendasikan pantai gunung payung, masih bersih, asri, dan sepi..",negatif
"sangat indah pantainya..terutama tebing"" setelah pintu gerbang masuk pantai..menakjubkan..hanya sedikit tambahan Mohon disediakan Ruang ganti baju yg bersih untuk pengunjung..",positif
pemadangan di ats tebingnya udh gk bgus lgi.. tmpat wisata tpi atasnya dibangun gedung.. jdi gk bgus deh.. tpi kalau untk foto2 dipantai nya oke lah,negatif
Pantainya bagus dan banyak kursi pantai. Cuman hiburannya gak terlalu banyak. Gak boleh berenang. Cocok bagi yg sekedar nikmati pantai dan mau berfoto2 ria,positif
"Pantai yg relatif baru, unik dengan patung2 pewayangan yg berada di celukan batu gunung,...indah untuk berswaphoto,..gratis",positif
Bagus... pasir putih,positif
"Pantai landai yang sangat ideal buat renang mandi anak-anak, Aman karena ada life guardnya, sewa ban / kano / kayak murah meriah jadi nggak usah bawa ban",positif
"Tempat nya bagus, kalao kesini enak pagi.",positif
"Pantai nya sama seperti pantai lainnya, banyak pengunjung jika musim libur, jadi agak susah kalo ganti baju, karena jumlah toilet yg sedikit",negatif
"Kebersihan kurang terjaga, masih banyak hal yang perlu disempurnakan pembangunannya. Akses jalan raya menuju pantai pun kurang lebar. Minim pencahayaan saat malam. Saya yakin 2-3 tahun lagi pantai ini akan menjadi objek wisata yang sangat menarik untuk dikunjungi wisatawan.",positif
"bagusss bgt,, tp pembangunannya blm selesai, msh ada tanah kosong luas,jd mengurangi keindahan obyek",positif
"pantai yg indah tapi kurang tertata dan terkesan agak kumuh.
seiring berjalannya waktu, pantai pandawa terus berbenah",positif
"Salah satu ikon wisata pantai di Bali,ramai saat liburan.panas banget,sebaiknya di tambah pepohonan,jg d buat kmar mandi yg memadai",positif
Baik untuk mendapatkan hasil foto yang bagus gunakan kamera DSLR atau meroles,positif
"Pantai pandawa tempat yang recomend buat rekreasi pantai, kalian bisa bersela foto dengan banyak pemandangam disana. Datang dan nikmati guys!",positif
Senang,positif
Banyak ibu2 arisan jd kumuh,negatif
"Kurang menarik pantainya , tp bagi yg suka naik perahu dsana ada penyewaan nya , pasir putih",negatif
kurang adanya tempat sampah di sepanjang jln pesisir pantai karna begitu banyaknya pengunjung,negatif
Beberapa kalimengunjungi pamtai ini dan ada beberapa perbaikan dan penambahan fasilitas .indahnya pantai pandawa dg panorama tebing,positif
"Cukup bagus, tetapi agak panas jadi harus bawa topi, kacamata. Lokasinya bagus pantas disebut secret beach",negatif
pqntai yang sangat bersih indah tetapi bayar nyewa toilet mahal banget sampek 20 ribuan hanya ganti pakaian saja,negatif
"Untuk jalan jalan ke pantai Pandawa lebih bagus di sore hari untuk foto foto dan udarahnya lebih sejuk,",positif
Bagus sih bagus tp kebanyyakan orang bule dan gw aja orang jawa mana bisa pergi ke bali sendirian,positif
"Waktu ke Pandawa, kagum sama pasir nya yg putih 😍 trus lautnya biru 😍 …",positif
"pantainya bersih dan airnya jernih, kebersihannya terjaga.",positif
"Pemandangan bagus, hnya saja terlalu panas dipantai, pasir putih dan bersih",positif
Bagus.. pingin kesini lagi karena foto saya dipandawa banyak terhapus dan hanya sisa 1,positif
Oke...perawatannya harus lebih maxi lagi,positif
Indah sekali luar biasa,positif
Pantai yang juga tak kalah menarik dibanding pantai2 lain di Bali. Di sini bisa mencoba terjun payung.,positif
Lain waktu pasti nyampe,positif
Sayang pepohonan yang ditanam blm tumbuh besar shg panas.,negatif
"Masa pandemi sgini kurang terawat, lebih baik ke Melasti",negatif
"Lumayan sih, sayangnya masih belum jadi. Kelihatannya masih lama proses pembangunannya.",negatif
Pantai yang sangat memanjakan mata dan peselancar,positif
"Not bad..  Cuma tll banyak debu,  mungkin karena lg banyak pembangunan fasilitas",negatif
Pantai sudah tidak sebersih dulu lagi sehingga membuat pantai tak indah lagi,negatif
Kamar mandi nya perlu diperbaiki lagi,negatif
"Rame banget,  kurang tertata dengan baik. Tp boleh dicoba mampir kalo penasaran",negatif
"Panasss..pakai pakaian lengan panjang,pakai topi lebar, sun block dan kacamata hitam.",negatif
"Pemandangan yang bagus, suasana indah untuk lihat sunset",positif
Karena tempatnya masih panas Coba penghijauan sepanjang jalan di perbanyak,negatif
Bagus. Punya paragliding.,positif
Sangat menarik,positif
Ada bbrp yg kena bulu babi..,negatif
Pantai pandawa itu menyimpan banyak cerita indah yang sulit di ungkapkan,positif
Tidak secantik dulu,negatif
tempat yg cocok untuk dikunjungi wisatawan yg datang ke Bali,positif
"Sekali aku disini pas renovasi...
Jlne berdebu sean",negatif
Lmyn bth waktu lama sampai sini,negatif
"Panas banget, hehe",negatif
Tempat bagus deh.Pasti ketagihan pingin kesana,positif
Pas lagi corona sepi cuy,negatif
Masi segitu segitu aja dibanding 3 tahun lalu,negatif
Ada patung2 Pandawa menuju arah pantai,positif
Belum ada pohon pohon rindang,negatif
Bagus pemandangan nya,positif
Sunyi,positif
Kurang begitu suka jalan nya kesana,negatif
Sekarang jelekkk bgt,positif
Bagus .nyaman..cocok kluarga,positif
Bagus tuh tempatnya,positif
Mantap,positif
Pantainya bagus,positif
pantainya banyak kotoran dan sampah,negatif
Panas pasirnya kakak,negatif
toring silaturahim,positif
Udah malem ogh kesininya.....,negatif
Keren banget,positif
Masih mantap uluwatu,negatif
Tempat sangat indah,positif
Pantai kuta Bali lebih bagus,negatif
Bagus n indah,positif
Bagus,positif
Mnrt sya bys aja,negatif
Banyak sampah,negatif
Panorama yang memukau,positif
Bagus,positif
Nggak alami,negatif
Garuda wisnu kencaaa bali,positif
Indah,positif
Siip,positif
Biasa saja....,positif
Keren,positif
indah banget,positif
Capek,negatif
"Pantainya sih bagus dan bersih. Tp pedagangnya semrawut, katanya karna lg renovasi. Smoga ke depan bs lebih tertata.",negatif
"Ini tidak luar biasa, kecuali jika Anda perlu bersantai di kursi malas yang menghadap ke laut",negatif
Nice beach but not so much to do. Beautiful ocean but no much to do for activities you can Kano 🛶. Food is mostly Warung so no trendy clubs …,negatif
The beach is beautiful but not very clean and not too many tourists when I came here. The waves on this beach are also very big so you have to be careful.,negatif
"CAREFUL!! If you're going to use the showers & toilets on the left side, be careful walking down the steps, they're super slippery and I injured myself badly. The woman in one of the warungs told us that a lot of people have injured …",negatif
"Tempat yang indah untuk foto, pantai terlihat bagus, tetapi selalu ada tetapi) banyak orang, berenang juga sangat tidak nyaman. Banyak kafe dan toko murah. Kami pergi ke kanan sampai ada sangat sedikit orang dan kami berenang dengan baik, airnya jernih, ada video seluruh dasarnya. Tempatkan sekaligus dan janga …",positif
"Beach of the day is Pandawa Beach, too many domestic tourists, school kids and too ordinary 😊 not my cup of tea 😬 …",positif
"Berenang tidak diperbolehkan setelah makan siang. Dasar batu, air setinggi lutut (sangat dangkal).
Menjelang malam, semua orang naik kano, tentu saja tidak …",positif
"This place already known by local tourist &international tourist, in here you can surfing, rent canoe, eating, sunbathing, swimming.
Some stall sell souvenirs too, and don't forget to bring hat, sun lotion, coz in …",positif
"Nice blue beach but very touristy. There are many buses that bring tourists in here, at the same time it was also crowded with the locals. The sand was rough and there are many stones. Very painful to walk in if you do go barefoot. Overall, there is nothing special about this particular beach, so I would not recommend a visit.",positif
You have to pay 15k IDR per person to enter the beach. But there is nothing special about it.  Long sandy beach with lots of lokal bars.,positif
"Pantainya sendiri tentu saja indah dan biru. Satu-satunya hal - saat Anda masuk lebih dalam, maka Karang dan ganggang ada di bawah kaki Anda.
DAN YANG PALING PENTING - GOPOTA LOKAL. Jangan tinggalkan …",positif
"It is too crowded here..many locals people and many food stalls,but the price of food is expensive not worth it..the entry ticket 8k/person for local..the beach here is good but the shore is not clean,nothing special here..only the statues …",negatif
Pantai pasir putih yang indah dengan laguna. Tempat pertemuan orang Bali. Sayang sekali tebingnya dipotong.🤔,negatif
"Ini adalah pantai yang sangat turis, jadi jangan menunggu dan bersantai, sangat ramai! Mereka juga memungut biaya masuk, saya tidak tahu untuk tujuan apa, karena terbengkalai. Saya beri bintang 3, karena toh saya bisa berenang di laut yang tenang dan berjemur …",positif
"Di sore hari pantai ini tidak terlalu indah. Tertangkap saat air surut, banyak alga. Banyak penduduk setempat, mungkin karena hari Sabtu. Ada kafe di sepanjang pantai. Tapi An …",negatif
Weeks ago came here and not really impressed like it used to be. Mungkin karena air pasang.,negatif
"This beach is already commercial. what's not to pay unlike other beaches, I as a local person is less interested, just just a photo to come here. quite expensive if for buying food and drinks",negatif
Ada banyak pantai yang lebih baik. Banyak turis dan banyak sampah,negatif
"Cantik tapi jauh dari segalanya. Restoran, toko, dan panti pijat di sepanjang pantai",negatif
"I am not so sure if I love the Pandawa beach or not, because students on a study tour or big group tour with a busses in general probably will come to Pandawa to enjoy their beach holiday. …",negatif
Good view..but beach little dirty..,negatif
We visited it under the blazing hot sun. The statues by the side of the hill were both beautiful amid it showing how destructive human can be to show their faithfulness to their Gods. The beach was dirty and full with people. Not a good …,negatif
"Kotor. Ada banyak sampah yang mengambang di air. Banyak orang, banyak. Ada beberapa tempat untuk berenang. Di mana-mana perahu dart dengan mereka yang tidak bisa berenang. Tapi pemandangan dari dek observasi menarik. Datang hanya untuk berfoto. Perjalanan …",negatif
"Nice view on the beach but the sand is quite coarse. Had high expectations when I went there but probably left wanting more. The water has a lot of corals so not great for swimming. The sun umbrella and loungers are cheap (50k) as compared to Kutah and Seminyak. In case u just want to sun bathe, it's a good spot",negatif
"This beach was such a disappointment to me! Way too crowded and far too many peddlers for my taste! Yes, the water is very clear, and the beach is in between the hills, but the place is too commercialised and has begun to loose its charm! A one time visit, I would say.",negatif
"Pantai yang sangat ramai, sangat populer di kalangan penduduk setempat. Airnya biru kehijauan dan pasirnya putih",positif
"The wave is not too big, so it's good for swimming. But it's not recommended on big holiday because usually it will be very crowded and dirty. The road to the beach is beautiful and there's this statue of Pandawa, carved on the hill.",negatif
dan akhirnya saya sampai di pantai pandawa. sebenarnya itu juga sangat dipuji dalam brosur karena keindahannya. Sejujurnya saya belum menemukan sesuatu yang alami atau sangat indah. Saya mempertimbangkan momen tertentu tetapi sekali lagi sa …,positif
Pantai terutama untuk turis Asia. Restoran pantai dengan kondisi buruk.,negatif
"Akhirnya, pantai yang luas, mereka mengenakan biaya masuk dan tidak membersihkan pantai, sangat kotor, dengan pintu masuk mereka harus menempatkan karyawan untuk membersihkan dan tidak ada tempat sampah untuk membuang sampah, poster yang mendidik, ketika mereka meminta Anda untuk menikmati publik tempat itu karena mereka menawarkan ja …",negatif
Beachside was deserted during our stay. Many wooden beachstool are looking rotten. Degraded due to corona. But entry into pandawa looks very interessant.,positif
"Perhaps the timing is not right. The beach was dirty with rubbish scattered around. Hopefully local authorities can clean it and protect the natural environment. A very lively place as many visitors come here to swim, surf and canoeing. You also can view the beautiful shoreline by doing the paragliding here.",positif
"Very good beach, not too crowded. But still could be better, still some areas with Indonesian style (not clean, some disgusting warung, areas smelly)",positif
"Itu sangat kotor dan ada banyak orang. Lautnya juga kotor, dasarnya dengan karang yang tajam. Untuk menghabiskan waktu di sana kurang lebih secara normal,  …",negatif
Famous beach but the serve is bad.,negatif
"Not so interesting like in guides
A lot of people, a lot of canoe, but crystal water and nice beach. Entrance is paid: 15000 rup for person, plus 5000 for car parking.",negatif
"Great place, but we should pay parking like a tourist,",negatif
Good view,positif
"Pantainya besar, panjang dan penuh turis.
Berbagai atraksi air ditawarkan di sini.
Warung makan juga banyak. …",positif
"It's so crowded .. but still beautiful. if you want the calming vibe of sea, this place is not for you. but if you want that the usual vibe of crowded beach, this is it. BUT IT'S STILL BEAUTIFUL.",negatif
We didnt go there when we visited Bali september last year bcoz its too far away from where we stay. Its not recomended also to go here by the hotel crew.,negatif
"Good enough,,, foods not too expensive,,, toilets smell n dirty,  kanoe renting IDR 50 K,   parachuting charge USD 100/person",negatif
Great beach. Surfer spot. Many tourist busses.  Local good. Tourist prices.,positif
Tempat tidur pantai dan payung adalah 24000 …,positif
The historic site is not worth detour. The beach was so crowded when we went that it ruined the experience.,negatif
Tour bus beach.,positif
Nice views but I haven't try their food or swimm there.,negatif
"Terlalu berlebihan. Pantai yang dibangun secara artifisial, lebih baik",negatif
pantainya kotor,negatif
Besar,positif
Pantai yang indah cocok untuk ke …,positif
Feeling great for mount ppls,positif
It's good to visit but there's not much to offer,positif
kurang bersih untuk kamar mandinya,negatif
Mantp,positif
"Beautiful beach , great to surfing",positif
Great vuews and very good place to visit.,positif
Beautiful but too crawded in holiday,negatif
kamar mandinya kotor dan banyak sampah ,negatif
Best new beach in Bali,positif
was ok just have to pay when enter,positif
Ok,positif
Nice beach,positif
"Kotor. Di laut, bungkusan rumput  …",negatif
Too crowded on Saturday and Monday.,negatif
toilet kotor dan kurang tertata ,negatif
banyak sekali sampah ,negatif
good for photos,positif
Dirty.,negatif
Bagus,positif
It's not natural,negatif
i love it,positif
Amazing,positif
to much rock and mud...,negatif
Dry and hot,negatif
Good,positif
Nice,positif
Nice place,positif
Nice beach,positif
is beatiful,positif
panas banget,negatif
White sandy beach,positif
"Saya kecewa, di satu sisi lumayan tapi airnya sangat deras dan pasirnya bersih tapi airnya penuh kotoran",negatif
"Pantai disini pasirnya krem, banyak turis para sailing/paralayang, banyak spot foto menarik, beberapa spot agak kumuh krn cafe/warung, tidak terlalu ditata dengan rapi",negatif
"Pemandangannya indah, kalau mau sewa kano juga ada dan harganya tidak mahal hanya 50k. Sangat indah untuk pemandangannya",positif
"Indah banget. Ada tempat sight seeing yang cocok banget pas sunset. Pasirnya lembut dan bersih. Akses jalannya juga mudah dan teratur. Untuk harga tiket kurang lebih 20rb/orang. Space parkir, banyak banget.",positif
